code, ass.0, ass.1, ass.2, ass.3, ass.4
SA-BAE-X-B01-EMA-M1-MG11, SA-BAE-X-B01-EMA-M1-MG10, SA-BAE-X-B01-EMA-M1-LAM-111, SA-BAE-X-B01-EMA-M1-LAM-109
